 lambda    ion      a  w i m     f       gamma
1084.5841 N_II*     7 14 2 2  8.300e-2  3.730e+8  M03;48.67 cm-1
1085.1476 H2_L2_R4 31  2 2 0  0.600e-2  1.632e+9  AR
1085.5328 N_II**    7 14 2 1  1.060e-3  3.740e+8  M03;130.80 cm-1
1085.5511 N_II**    7 14 2 2  1.610e-2  3.730e+8  M03;130.80 cm-1
1085.7096 N_II**    7 14 2 3  9.210e-2  3.720e+8  M03;130.80 cm-1
1087.8680 CO_CSXR0 41 28 0 0  1.230e-1  1.000e+9  F01
1087.821  CO_CSXR1 41 28 0 1  0.820e-1  1.000e+9  F01
1087.959  CO_CSXP1 41 28 0 2  0.410e-1  1.000e+9  F01
1087.774  CO_CSXR2 41 28 0 1  0.739e-1  1.000e+9  F01
1088.004  CO_CSXP2 41 28 0 2  0.492e-1  1.000e+9  F01
1087.727  CO_CSXR3 41 28 0 1  0.703e-1  1.000e+9  F01
1088.049  CO_CSXP3 41 28 0 2  0.527e-1  1.000e+9  F01
1088.0589 Cl_I     17 35 1 0  8.100e-2  5.980e+7  M03
1088.7981 H2_L2_P4 31  2 2 0  0.520e-2  1.632e+9  AR
1089.5160 H2_L2_R5 31  2 2 0  0.570e-2  1.632e+9  AR
1092.2002 H2_L1_R0 31  2 1 0  5.800e-3  1.741e+9  AR
1092.7373 H2_L1_R1 31  2 1 0  3.800e-3  1.741e+9  AR
1093.9579 H2_L2_P5 31  2 2 0  0.520e-2  1.632e+9  AR
1094.0573 H2_L1_P1 31  2 1 0  2.000e-3  1.741e+9  AR
1094.2488 H2_L1_R2 31  2 1 0  3.300e-3  1.741e+9  AR
1094.7988 H2_L2_R6 31  2 2 0  0.550e-2  1.632e+9  AR
1096.4437 H2_L1_P2 31  2 1 0  2.400e-3  1.741e+9  AR
1096.7296 H2_L1_R3 31  2 1 0  3.100e-3  1.741e+9  AR
1096.8769 Fe_II    26 56 2 0  3.270e-2  1.000e+8  M03
1097.3692 Cl_I     17 35 1 0  8.800e-3  1.561e+8  M03
1099.7923 H2_L1_P3 31  2 1 0  2.500e-3  1.741e+9  AR
1100.1678 H2_L1_R4 31  2 1 0  2.900e-3  1.741e+9  AR
1101.65   P_IV     15 31 4 0  1.000e00  1.000e+8
1101.9361 Cl_I     17 35 1 0  1.130e-2  1.000e+8  M03
1103.636  C_I       6 12 1 0                    
1104.0883 H2_L1_P4 31  2 1 0  2.600e-3  1.741e+9  AR
1104.5519 H2_L1_R5 31  2 1 0  2.700e-3  1.741e+9  AR
1105.86   HD_L0_R0 32  3 1 0  0.744e-3  1.900e+9
1107.600  C_IV      6 12 4 0  1.000e00  1.000e+8
1107.933  C_IV      6 12 4 0  1.000e00  1.000e+8
1108.1303 H2_L0_R0 31  2 0 0  1.700e-3  1.868e+9  AR
1108.6359 H2_L0_R1 31  2 0 0  1.100e-3  1.868e+9  AR
1109.041  C_I       6 12 1 0                    
1109.633  C_I       6 12 1 0                    
1109.3176 H2_L1_P5 31  2 1 0  2.600e-3  1.741e+9  AR
1109.8620 H2_L1_R6 31  2 1 0  2.500e-3  1.741e+9  AR
1110.0660 H2_L0_P1 31  2 0 0  0.580e-3  1.868e+9  AR
1110.1221 H2_L0_R2 31  2 0 0  0.940e-3  1.868e+9  AR
1111.420  C_I       6 12 1 0                    
1112.0480 Fe_II    26 56 2 0  4.460e-3  1.000e+8  M03
1112.268  C_I       6 12 1 0                    
1112.4987 H2_L0_P2 31  2 0 0  0.700e-3  1.868e+9  AR
1112.5851 H2_L0_R3 31  2 0 0  0.850e-3  1.868e+9  AR
1114.626  C_I       6 12 1 0                    
1115.8983 H2_L0_P3 31  2 0 0  0.740e-3  1.868e+9  AR
1116.0144 H2_L0_R4 31  2 0 0  0.780e-3  1.868e+9  AR
1117.865  C_I       6 12 1 0  3.550e-3  1.000e+8  M03
1117.9774 P_V      15 31 5 0  4.720e-1  1.260e+9  M03
1120.2504 H2_L0_P4 31  2 0 0  0.760e-3  1.868e+9  AR
1120.3997 H2_L0_R5 31  2 0 0  0.720e-3  1.868e+9  AR
1121.9748 Fe_II    26 56 2 0  2.900e-2  1.000e+8  M03
1122.486  Si_IV    14 28 4 0  1.000e00  1.000e+8
1122.524  Fe_III   26 56 3 0  5.440e-2  1.000e+8  M03
1125.4477 Fe_II    26 56 2 0  1.560e-2  1.000e+8  M03
1125.5418 H2_L0_P5 31  2 0 0  0.760e-3  1.868e+9  AR
1125.7231 H2_L0_R6 31  2 0 0  0.660e-3  1.868e+9  AR
1127.0984 Fe_II    26 56 2 0  1.120e-3  1.000e+8  M03
1128.0078 P_V      15 31 5 0  2.330e-1  1.220e+9  M03
1128.340  Si_IV    14 28 4 0  1.000e00  1.000e+8
1129.195  C_I       6 12 1 0  7.710e-3  1.000e+8  M03
1129.3175 C_I       6 12 1 0  1.980e-3  1.000e+8  M03
1133.6654 Fe_II    26 56 2 0  4.720e-3  1.000e+8  M03
1134.1653 N_I       7 14 1 1  1.460e-2  1.510e+8  M03
1134.4149 N_I       7 14 1 2  2.870e-2  1.490e+8  M03
1134.9803 N_I       7 14 1 3  4.160e-2  1.440e+8  M03
1138.384  C_I       6 12 1 0  2.410e-3  3.000e+6  M03
1138.5609 C_I       6 12 1 0  0.991e-3  2.000e+6  M03
1139.7919 C_I       6 12 1 0  1.230e-2  4.000e+7  M03
1139.5145 C_I*      6 12 1 1  0.881e-2  3.000e+7  M03
1140.0053 C_I*      6 12 1 2  0.184e-2  4.000e+7  M03
1139.8121 C_I**     6 12 1 0  0.806e-2  4.000e+7  M03
1140.0096 C_I       6 12 1 0  3.560e-3  1.000e+7  M03
1140.3576 C_I*      6 12 1 0  2.070e-3  1.000e+7  M03
1142.3656 Fe_II    26 56 2 1  4.010e-3  3.000e+8  M03
1143.2260 Fe_II    26 56 2 2  1.920e-2  3.000e+8  M03
1144.9379 Fe_II    26 56 2 3  0.830e-1  3.000e+8  M03
1150.4830 CO_BSXR0 41 28 0 0  6.700e-3  1.000e+9  F01
1150.430  CO_BSXR1 41 28 0 1  4.468e-3  1.000e+9  F01
1150.585  CO_BSXP1 41 28 0 2  2.234e-3  1.000e+9  F01
1150.377  CO_BSXR2 41 28 0 1  4.019e-3  1.000e+9  F01
1150.635  CO_BSXP2 41 28 0 2  2.679e-3  1.000e+9  F01
1150.324  CO_BSXR3 41 28 0 1  3.829e-3  1.000e+9  F01
1150.685  CO_BSXP3 41 28 0 2  2.871e-3  1.000e+9  F01
1152.8180 P_II     15 31 2 0  2.450e-1  1.230e+9  M03
1155.8092 C_I       6 12 1 0  4.920e-3  1.000e+8  M03
1155.9793 C_I*      6 12 1 0  2.500e-3  1.000e+8  M03
1156.0286 C_I*      6 12 1 0  2.270e-3  1.000e+8  M03
1156.1992 C_I*      6 12 1 0  0.799e-3  1.000e+8  M03
1156.3895 C_I**     6 12 1 0  1.810e-3  1.000e+8  M03
1156.5603 C_I**     6 12 1 0  5.390e-3  1.000e+8  M03
1157.1857 C_I       6 12 1 0  8.710e-4  1.000e+8  M03
1157.4056 C_I*      6 12 1 0  1.500e-3  1.000e+8  M03
1157.9097 C_I       6 12 1 0  2.120e-2  1.000e+8  M03
1157.7697 C_I*      6 12 1 1  0.878e-2  1.000e+8  M03
1158.1299 C_I*      6 12 1 2  0.397e-2  1.000e+8  M03
1158.0188 C_I**     6 12 1 1  1.570e-2  1.000e+8  M03
1158.1317 C_I**     6 12 1 2  0.519e-2  1.000e+8  M03
1158.4921 C_I**     6 12 1 3  0.759e-4  1.000e+8  M03
1158.3240 C_I       6 12 1 0  6.550e-3  1.000e+8  M03
1158.0349 C_I*      6 12 1 1  1.040e-2  1.000e+8  M03
1158.5443 C_I*      6 12 1 2  0.675e-3  1.000e+8  M03
1158.6744 C_I*      6 12 1 3  1.470e-3  1.000e+8  M03
1158.3971 C_I**     6 12 1 1  1.650e-3  1.000e+8  M03
1158.9068 C_I**     6 12 1 2  1.010e-3  1.000e+8  M03
1158.7321 C_I*      6 12 1 0  1.710e-3  1.000e+7  M03
1159.8168 N_I       7 14 1 1  9.950e-6  4.700e+8  M03
1160.9366 N_I       7 14 1 2  2.750e-6  4.700e+8  M03
1162.015  Mn_II    25 55 2 1  1.020e-2  1.000e+8  M03
1163.326  Mn_II    25 55 2 2  0.721e-2  1.000e+8  M03
1164.208  Mn_II    25 55 2 3  0.470e-2  1.000e+8  M03
1164.272  Ge_II    32 73 2 0  2.800e-1  1.000e+8  M99  
1164.8672 Kr_I     36 84 1 0  1.880e-1  3.090e+8  M99
1168.599  N_IV      7 14 4 0  1.000e00  1.000e+8
1168.873  C_IV      6 12 4 0  1.000e00  1.000e+8
1168.990  C_IV      6 12 4 0  1.000e00  1.000e+8
1169.063  N_IV      7 14 4 0  1.000e00  1.000e+8
1169.478  N_IV      7 14 4 0  1.000e00  1.000e+8
1174.933  C_III     6 12 3 0  1.000e00  1.000e+8
1175.263  C_III     6 12 3 0  1.000e00  1.000e+8
1175.590  C_III     6 12 3 0  1.000e00  1.000e+8
1175.67   C_III     6 12 3 0  1.000e00  1.000e+8
1175.711  C_III     6 12 3 0  1.000e00  1.000e+8
1175.987  C_III     6 12 3 0  1.000e00  1.000e+8
1176.370  C_III     6 12 3 0  1.000e00  1.000e+8
1183.030  N_III     7 14 3 0  1.000e00  1.000e+8
1184.544  N_III     7 14 3 0  1.000e00  1.000e+8
1187.41   Co_II    27 59 2 0  7.430e-3  8.000e+7  M03
1188.7515 Cl_I     17 35 1 1  5.500e-3  2.190e+8  M03
1188.7742 Cl_I     17 35 1 2  7.010e-2  2.210e+8  M03
1188.8329 C_I       6 12 1 0  1.240e-2  1.000e+8  M03
1188.9928 C_I*      6 12 1 1  5.030e-3  1.000e+8  M03
1189.0650 C_I*      6 12 1 2  4.260e-3  1.000e+8  M03
1189.2488 C_I*      6 12 1 3  3.850e-3  1.000e+8  M03
1189.4468 C_I**     6 12 1 1  3.760e-3  1.000e+8  M03
1189.6307 C_I**     6 12 1 2  1.120e-2  1.000e+8  M03
1190.0209 C_I       6 12 1 0  5.760e-4  1.000e+8  M03
1190.203  S_III    16 32 3 0  2.370e-2  6.650e+7  M03
1190.4158 Si_II    14 28 2 1  2.920e-1  4.080e+9  M03
1193.2897 Si_II    14 28 2 2  5.820e-1  4.070e+9  M03
1192.2158 C_I       6 12 1 0  1.370e-3  1.000e+8  M03
1192.4492 C_I*      6 12 1 0  1.620e-3  1.000e+8  M03
1193.0300 C_I       6 12 1 0  4.090e-2  1.302e+8  M03
1193.0085 C_I*      6 12 1 1  2.810e-2  1.302e+8  M03
1193.2637 C_I*      6 12 1 2  9.150e-3  1.302e+8  M03
1193.2401 C_I**     6 12 1 1  3.320e-2  1.301e+8  M03
1193.3928 C_I**     6 12 1 2  7.380e-3  1.302e+8  M03
1193.6483 C_I**     6 12 1 3  2.880e-4  1.302e+8  M03
1193.9954 C_I       6 12 1 0  1.240e-2  1.000e+8  M03
1193.6786 C_I*      6 12 1 1  9.050e-3  1.000e+8  M03
1194.2295 C_I*      6 12 1 2  1.780e-3  1.000e+8  M03
1194.4055 C_I*      6 12 1 3  3.140e-3  1.000e+8  M03
1194.0634 C_I**     6 12 1 1  6.360e-3  1.000e+8  M03
1194.6146 C_I**     6 12 1 2  2.270e-3  1.000e+8  M03
1194.5002 Si_II*   14 28 2 1  7.270e-1  4.080e+9  M03;287.24 cm-1
1197.3938 Si_II*   14 28 2 2  1.450e-1  4.070e+9  M03;287.24 cm-1
1197.184  Mn_II    25 55 2 1  2.170e-1  1.000e+8  M03
1199.391  Mn_II    25 55 2 2  1.690e-1  1.000e+8  M03
1201.118  Mn_II    25 55 2 3  1.210e-1  1.000e+8  M03
1199.5496 N_I       7 14 1 1  1.320e-1  4.070e+8  M03
1200.2233 N_I       7 14 1 2  8.690e-2  4.020e+8  M03
1200.7098 N_I       7 14 1 3  4.320e-2  4.000e+8  M03
1206.500  Si_III   14 28 3 0  1.630e00  2.480e+9  M03
1215.3394 D_I_1     1  2 1 0  4.165e-1  6.270e+8  M03
1215.6700 H_I_1     1  1 1 0  4.164e-1  6.265e+8  M03
1222.07   OH_DXQP  48 17 1 0  1.150e-2  1.000e+8  R96
1222.52   OH_DXP   48 17 1 0  0.710e-2  1.000e+8  R96
1235.8380 Kr_I     36 84 1 0  2.040e-1  2.980e+8  M99
1237.0589 Ge_II    32 73 2 0  1.232e00  2.000e+8  M99  
1238.821  N_V       7 14 5 1  1.560e-1  3.391e+8  M03
1239.728  H2O      55 18 1 0  1.000e00  1.000e+9  S79
1242.804  N_V       7 14 5 2  7.700e-2  3.356e+8  M03
1239.9253 Mg_II    12 24 2 1  6.320e-4  5.450e+7  M03
1240.3947 Mg_II    12 24 2 2  3.560e-4  5.450e+7  M03
1246.0590 CO_AX12  41 2812 0  9.005e-5  1.000e+9  MN
1246.036  CO_AXR1  41 2812 1  4.503e-5  1.000e+9  MN
1246.119  CO_AXQ1  41 2812 2  4.503e-5  1.000e+9  MN
1246.033  CO_AXR2  41 2812 1  3.602e-5  1.000e+9  MN
1246.156  CO_AXQ2  41 2812 2  4.503e-5  1.000e+9  MN
1246.238  CO_AXP2  41 2812 3  0.901e-5  1.000e+9  MN
1246.049  CO_AXR3  41 2812 1  3.217e-5  1.000e+9  MN
1246.212  CO_AXQ3  41 2812 2  4.503e-5  1.000e+9  MN
1246.335  CO_AXP3  41 2812 3  1.286e-5  1.000e+9  MN
1246.084  CO_AXR4  41 2812 1  3.000e-5  1.000e+9  MN
1246.288  CO_AXQ4  41 2812 2  4.499e-5  1.000e+9  MN
1246.451  CO_AXP4  41 2812 3  1.500e-5  1.000e+9  MN
1246.137  CO_AXR5  41 2812 1  2.864e-5  1.000e+9  MN
1246.383  CO_AXQ5  41 2812 2  4.499e-5  1.000e+9  MN
1246.586  CO_AXP5  41 2812 3  1.636e-5  1.000e+9  MN
1246.209  CO_AXR6  41 2812 1  2.769e-5  1.000e+9  MN
1246.495  CO_AXQ6  41 2812 2  4.499e-5  1.000e+9  MN
1246.741  CO_AXP6  41 2812 3  1.730e-5  1.000e+9  MN
1247.1602 S_I      16 32 1 0  4.300e-3  1.330e+7  M03
1247.383  C_III     6 12 3 0  1.000e00  1.000e+8
1250.578  S_II     16 32 2 1  5.430e-3  4.630e+7  M03
1253.805  S_II     16 32 2 2  1.090e-2  4.620e+7  M03
1259.518  S_II     16 32 2 3  1.660e-2  4.650e+7  M03
1257.34   SH       55 33 1 0  1.000e00  1.000e+9  S79
1260.4221 Si_II    14 28 2 0  1.180e00  2.950e+9  M03
1260.533  Fe_II    26 56 2 0  2.400e-2  1.000e+8  M03
1260.7351 C_I       6 12 1 0  5.070e-2  2.400e+8  M03   0.0
1260.9262 C_I*      6 12 1 1  1.750e-2  2.410e+8  M03  45.5
1260.9961 C_I*      6 12 1 2  1.340e-2  2.400e+8  M03  61.6
1261.1224 C_I*      6 12 1 3  2.020e-2  2.360e+8  M03  91.4
1261.4255 C_I**     6 12 1 1  1.310e-2  2.400e+8  M03 163.0
1261.5519 C_I**     6 12 1 2  3.910e-2  2.360e+8  M03 192.8
1263.4330 CO_AX11  41 2811 0  1.801e-4  1.000e+9  MN
1263.409  CO_AXR1  41 2811 1  9.005e-5  1.000e+9  MN
1263.494  CO_AXQ1  41 2811 2  9.005e-5  1.000e+9  MN
1263.403  CO_AXR2  41 2811 1  7.204e-5  1.000e+9  MN
1263.532  CO_AXQ2  41 2811 2  9.005e-5  1.000e+9  MN
1263.617  CO_AXP2  41 2811 3  1.801e-5  1.000e+9  MN
1263.416  CO_AXR3  41 2811 1  6.434e-5  1.000e+9  MN
1263.587  CO_AXQ3  41 2811 2  9.005e-5  1.000e+9  MN
1263.716  CO_AXP3  41 2811 3  2.571e-5  1.000e+9  MN
1263.447  CO_AXR4  41 2811 1  6.000e-5  1.000e+9  MN
1263.661  CO_AXQ4  41 2811 2  8.999e-5  1.000e+9  MN
1263.833  CO_AXP4  41 2811 3  2.999e-5  1.000e+9  MN
1263.498  CO_AXR5  41 2811 1  5.727e-5  1.000e+9  MN
1263.754  CO_AXQ5  41 2811 2  8.998e-5  1.000e+9  MN
1263.968  CO_AXP5  41 2811 3  3.271e-5  1.000e+9  MN
1263.567  CO_AXR6  41 2811 1  5.538e-5  1.000e+9  MN
1263.866  CO_AXQ6  41 2811 2  8.997e-5  1.000e+9  MN
1264.123  CO_AXP6  41 2811 3  3.460e-5  1.000e+9  MN
1263.770  As_II    33 75 2 0  2.590e-1  4.000e+8  M00
1264.7377 Si_II*   14 28 2 1  1.050e00  2.930e+9  M03;287.24 cm-1
1265.0020 Si_II*   14 28 2 2  1.170e-1  2.950e+9  M03;287.24 cm-1
1270.1432 C_I       6 12 1 0  3.860e-4  2.000e+8  M03
1270.4081 C_I*      6 12 1 0  0.451e-5  2.000e+8  M03
1270.8440 C_I**     6 12 1 0  1.450e-8  1.000e+9  M03
1270.7804 S_I      16 32 1 0  8.370e-3  2.500e+7  M03
1270.96   UID      99 99 1 0  1.000e00  1.000e+9  F95
1274.1090 C_I**     6 12 1 0  5.620e-4  1.000e+9  M03
1274.537  H2BX03R0 31  2 3 0  1.000e00  1.000e+9  AR94
1274.922  H2BX03R1 31  2 3 0  1.000e00  1.000e+9  AR94
1276.812  H2BX03P1 31  2 3 0  1.000e00  1.000e+9  AR94
1276.325  H2BX03R2 31  2 3 0  1.000e00  1.000e+9  AR94
1279.464  H2BX03P2 31  2 3 0  1.000e00  1.000e+9  AR94
1278.734  H2BX03R3 31  2 3 0  1.000e00  1.000e+9  AR94
1283.111  H2BX03P3 31  2 3 0  1.000e00  1.000e+9  AR94
1282.141  H2BX03R4 31  2 3 0  1.000e00  1.000e+9  AR94
1287.732  H2BX03P4 31  2 3 0  1.000e00  1.000e+9  AR94
1276.4825 C_I       6 12 1 0  1.180e-2  8.790e+7  M03   0.0
1276.7498 C_I*      6 12 1 0  8.239e-3  8.790e+7  M03  62.9
1277.1901 C_I**     6 12 1 0  3.220e-4  8.790e+7  M03 166.3
1277.2454 C_I       6 12 1 0  1.310e-1  2.320e+8  M03   0.0
1277.2823 C_I*      6 12 1 1  8.140e-2  2.460e+8  M03   8.8
1277.5130 C_I*      6 12 1 2  3.950e-2  2.320e+8  M03  62.9
1277.5496 C_I**     6 12 1 1  8.620e-2  2.440e+8  M03  71.6
1277.7229 C_I**     6 12 1 2  2.760e-2  2.460e+8  M03 112.3
1277.9538 C_I**     6 12 1 3  3.065e-3  2.320e+8  M03 166.5
1279.0558 C_I*      6 12 1 0  6.097e-3  3.412e+7  M03
1279.2286 C_I**     6 12 1 1  8.996e-3  3.998e+7  M03
1279.4977 C_I**     6 12 1 2  3.622e-3  3.998e+7  M03
1280.1353 C_I       6 12 1 0  4.806e-2  1.060e+8  M03   0.0
1279.8904 C_I*      6 12 1 1  2.817e-2  1.170e+8  M03 -57.3
1280.4042 C_I*      6 12 1 2  1.320e-2  1.060e+8  M03  63.1
1280.5970 C_I*      6 12 1 3  1.777e-2  1.050e+8  M03 108.4
1280.3328 C_I**     6 12 1 1  2.759e-2  1.170e+8  M03  46.4
1280.8470 C_I**     6 12 1 2  1.329e-2  1.060e+8  M03 166.9
1281.8660 CO_AX10  41 2810 0  4.094e-4  1.000e+9  MN
1281.838  CO_AXR1  41 2810 1  2.047e-4  1.000e+9  MN
1281.929  CO_AXQ1  41 2810 2  2.047e-4  1.000e+9  MN
1281.831  CO_AXR2  41 2810 1  1.638e-4  1.000e+9  MN
1281.964  CO_AXQ2  41 2810 2  2.047e-4  1.000e+9  MN
1282.055  CO_AXP2  41 2810 3  0.409e-4  1.000e+9  MN
1281.840  CO_AXR3  41 2810 1  1.463e-4  1.000e+9  MN
1282.020  CO_AXQ3  41 2810 2  2.047e-4  1.000e+9  MN
1282.154  CO_AXP3  41 2810 3  0.585e-4  1.000e+9  MN
1281.868  CO_AXR4  41 2810 1  1.364e-4  1.000e+9  MN
1282.093  CO_AXQ4  41 2810 2  2.046e-4  1.000e+9  MN
1282.273  CO_AXP4  41 2810 3  0.682e-4  1.000e+9  MN
1281.914  CO_AXR5  41 2810 1  1.302e-4  1.000e+9  MN
1282.184  CO_AXQ5  41 2810 2  2.045e-4  1.000e+9  MN
1282.409  CO_AXP5  41 2810 3  0.744e-4  1.000e+9  MN
1281.979  CO_AXR6  41 2810 1  1.259e-4  1.000e+9  MN
1282.294  CO_AXQ6  41 2810 2  2.045e-4  1.000e+9  MN
1282.563  CO_AXP6  41 2810 3  0.787e-4  1.000e+9  MN
1287.6076 C_I*      6 12 1 0  6.030e-5  1.000e+9  M03
1288.0553 C_I**     6 12 1 0  2.010e-5  1.000e+9  M03
1290.257  HCl_CX00 36 36 0 0  0.141e00  1.000e+9  SRF
1295.6531 S_I      16 32 1 0  8.700e-2  7.000e+8  M03
1296.1739 S_I      16 32 1 0  2.200e-2  7.000e+8  M03
1297.21   UID      99 99 0 0  1.000e00  1.000e+9  Des
1298.697  Ti_III   22 48 3 0  0.964e-1  5.880e+8  M03
1300.45   UID      99 99 0 0  1.000e00  1.000e+9  Des
1301.4030 CO_APXS9 41 28 9 0  9.497e-4  1.000e+9  MN
1301.374  CO_AXR1  41 28 9 1  4.749e-4  1.000e+9  MN
1301.468  CO_AXQ1  41 28 9 2  4.749e-4  1.000e+9  MN
1301.364  CO_AXR2  41 28 9 1  3.799e-4  1.000e+9  MN
1301.505  CO_AXQ2  41 28 9 2  4.749e-4  1.000e+9  MN
1301.598  CO_AXP2  41 28 9 3  0.950e-4  1.000e+9  MN
1301.370  CO_AXR3  41 28 9 1  3.393e-4  1.000e+9  MN
1301.559  CO_AXQ3  41 28 9 2  4.749e-4  1.000e+9  MN
1301.700  CO_AXP3  41 28 9 3  1.356e-4  1.000e+9  MN
1301.396  CO_AXR4  41 28 9 1  3.167e-4  1.000e+9  MN
1301.631  CO_AXQ4  41 28 9 2  4.749e-4  1.000e+9  MN
1301.820  CO_AXP4  41 28 9 3  1.583e-4  1.000e+9  MN
1301.438  CO_AXR5  41 28 9 1  3.023e-4  1.000e+9  MN
1301.722  CO_AXQ5  41 28 9 2  4.749e-4  1.000e+9  MN
1301.957  CO_AXP5  41 28 9 3  1.727e-4  1.000e+9  MN
1301.500  CO_AXR6  41 28 9 1  2.923e-4  1.000e+9  MN
1301.829  CO_AXQ6  41 28 9 2  4.749e-4  1.000e+9  MN
1302.113  CO_AXP6  41 28 9 3  1.826e-4  1.000e+9  MN
1301.8743 P_II     15 31 2 0  1.270e-2  4.820e+7  M03
1302.1685 O_I       8 16 1 0  4.800e-2  5.650e+8  M03
1303.4300 S_I      16 32 1 0  4.360e-3  5.650e+7  M03
1304.3702 Si_II    14 28 2 0  8.630e-2  1.010e+9  M03
1304.8576 O_I*      8 16 1 0  4.780e-2  5.650e+8  M03;158.265 cm-1
1305.2910 13COAX9  41 28 9 0  9.497e-4  1.000e+9  MN
1305.262  13COAXR1 41 28 9 1  4.749e-4  1.000e+9  MN
1305.354  13COAXQ1 41 28 9 2  4.749e-4  1.000e+9  MN
1306.0286 O_I**     8 16 1 0  4.780e-2  5.650e+8  M03;226.977 cm-1
1308.866  Ni_II    28 59 2 0  2.380e-3  1.000e+8  W
1309.2757 Si_II*   14 28 2 0  8.600e-2  1.010e+9  M03;287.24 cm-1
1310.01   SiO      55 44 1 0  1.000e00  1.000e+9  S79
1312.94   NO+      55 31 2 0  1.000e00  1.000e+9  S79
1314.1704 C2_FXR0  45 24 0 0  0.600e-1  1.000e+9  BJM
1314.0790 C2_FXR2  45 24 2 1  2.400e-2  1.000e+9  BJM
1314.2464 C2_FXQ2  45 24 2 2  3.000e-2  1.000e+9  BJM
1314.3581 C2_FXP2  45 24 2 3  0.600e-2  1.000e+9  BJM
1314.0146 C2_FXR4  45 24 4 1  2.000e-2  1.000e+9  BJM
1314.2936 C2_FXQ4  45 24 4 2  3.000e-2  1.000e+9  BJM
1314.5169 C2_FXP4  45 24 4 3  1.000e-2  1.000e+9  BJM
1313.9771 C2_FXR6  45 24 6 1  1.846e-2  1.000e+9  BJM
1314.3677 C2_FXQ6  45 24 6 2  3.000e-2  1.000e+9  BJM
1314.7027 C2_FXP6  45 24 6 3  1.154e-2  1.000e+9  BJM
1313.9667 C2_FXR8  45 24 8 1  1.765e-2  1.000e+9  BJM
1314.4688 C2_FXQ8  45 24 8 2  3.000e-2  1.000e+9  BJM
1314.9154 C2_FXP8  45 24 8 3  1.235e-2  1.000e+9  BJM
1313.9834 C2_FXR10 45 2410 1  1.714e-2  1.000e+9  BJM
1314.5968 C2_FXQ10 45 2410 2  3.000e-2  1.000e+9  BJM
1315.1551 C2_FXP10 45 2410 3  1.286e-2  1.000e+9  BJM
1314.0270 C2_FXR12 45 2412 1  1.680e-2  1.000e+9  BJM
1314.7519 C2_FXQ12 45 2412 2  3.000e-2  1.000e+9  BJM
1315.4218 C2_FXP12 45 2412 3  1.320e-2  1.000e+9  BJM
1314.0978 C2_FXR14 45 2414 1  1.655e-2  1.000e+9  BJM
1314.9339 C2_FXQ14 45 2414 2  3.000e-2  1.000e+9  BJM
1315.7154 C2_FXP14 45 2414 3  1.345e-2  1.000e+9  BJM
1314.1957 C2_FXR16 45 2416 1  1.636e-2  1.000e+9  BJM
1315.1430 C2_FXQ16 45 2416 2  3.000e-2  1.000e+9  BJM
1316.0360 C2_FXP16 45 2416 3  1.364e-2  1.000e+9  BJM
1314.3208 C2_FXR18 45 2418 1  1.622e-2  1.000e+9  BJM
1315.3791 C2_FXQ18 45 2418 2  3.000e-2  1.000e+9  BJM
1316.3836 C2_FXP18 45 2418 3  1.378e-2  1.000e+9  BJM
1314.4731 C2_FXR20 45 2418 1  1.610e-2  1.000e+9  BJM
1315.6424 C2_FXQ20 45 2418 2  3.000e-2  1.000e+9  BJM
1316.7583 C2_FXP20 45 2418 3  1.390e-2  1.000e+9  BJM
1316.5425 S_I      16 32 1 0  2.790e-2  7.750e+7  M03
1317.217  Ni_II    28 59 2 0  7.750e-2  5.000e+8  W99
1322.1500 CO_APXS8 41 28 8 0  2.022e-3  1.000e+9  MN
1322.119  CO_AXR1  41 28 8 1  1.011e-3  1.000e+9  MN
1322.217  CO_AXQ1  41 28 8 2  1.011e-3  1.000e+9  MN
1322.105  CO_AXR2  41 28 8 1  0.809e-3  1.000e+9  MN
1322.253  CO_AXQ2  41 28 8 2  1.011e-3  1.000e+9  MN
1322.351  CO_AXP2  41 28 8 3  0.202e-3  1.000e+9  MN
1322.108  CO_AXR3  41 28 8 1  0.716e-3  1.000e+9  MN
1322.306  CO_AXQ3  41 28 8 2  1.011e-3  1.000e+9  MN
1322.455  CO_AXP3  41 28 8 3  0.295e-3  1.000e+9  MN
1322.130  CO_AXR4  41 28 8 1  0.669e-3  1.000e+9  MN
1322.377  CO_AXQ4  41 28 8 2  1.004e-3  1.000e+9  MN
1322.575  CO_AXP4  41 28 8 3  0.334e-3  1.000e+9  MN
1322.169  CO_AXR5  41 28 8 1  0.639e-3  1.000e+9  MN
1322.467  CO_AXQ5  41 28 8 2  1.004e-3  1.000e+9  MN
1322.714  CO_AXP5  41 28 8 3  0.365e-3  1.000e+9  MN
1322.227  CO_AXR6  41 28 8 1  0.618e-3  1.000e+9  MN
1322.573  CO_AXQ6  41 28 8 2  1.005e-3  1.000e+9  MN
1322.870  CO_AXP6  41 28 8 3  0.386e-3  1.000e+9  MN
1322.945  CO_e12R0 41 2812 1  6.430e-6  1.000e+9  ER03
1323.052  CO_e12R0 41 2812 2  7.100e-6  1.000e+9  ER03
1322.899  CO_e12R1 41 2812 1  3.630e-6  1.000e+9  ER03
1323.075  CO_e12Q1 41 2812 2  6.680e-6  1.000e+9  ER03
1323.083  CO_e12R1 41 2812 3  2.900e-6  1.000e+9  ER03
